Product Title;Product ID;Main Category;Subcategory;Colors;Patterns;Season;Brands;Gender
Accessories_Jewellery_Silver;recm8Xqcr1oeNkRJx;Accessories;Jewellery;Silver;Single-coloured;Spring, Summer, Winter, Autumn;My Jewellery;Women
Accessories_Hats_Beige;rec9GCvrfsIVIvK6S;Accessories;Hats;Beige;Single-coloured;Spring, Summer;Anna Field;Women
Accessories_Jewellery_Gold;recLUaeEIp7UjZy5d;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Winter, Autumn;Elli;Women
Accessories_Jewellery_Silver;rectaD4GmPaCW3gL2;Accessories;Jewellery;Silver;Single-coloured;Spring, Summer, Winter, Autumn;Lavi;Women
Accessories_Bags_Brown;recX3bQmjwQyDO2Pz;Accessories;Bags;Brown;Single-coloured;Spring, Summer, Winter, Autumn;Tommy Hilfiger;Men
Accessories_Hats_Beige;recVAkywrbzDJdDZj;Accessories;Hats;Beige;Single-coloured;Spring, Summer, Winter, Autumn;Seafolly;Women
Accessories_Eyewear_Brown;recxidXaEDL7L6YYF;Accessories;Eyewear;Brown;Single-coloured;Spring, Summer, Winter, Autumn;Persol;Men
Accessories_Jewellery_Gold;recuMi7qEprCXZQIu;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Winter, Autumn;Diamond Point;Women
Accessories_Eyewear_Black;recbc6tTmhzfBrhoq;Accessories;Eyewear;Black;Single-coloured;Spring, Summer, Winter, Autumn;Tom Ford;Men
Accessories_Bags_Grey;recUGsZXXg5wcg7sx;Accessories;Bags;Grey;Single-coloured;Spring, Summer, Winter, Autumn;Morishiu;Men
Accessories_Bags_Black;recu053kFhMnO8Pn0;Accessories;Bags;Black;Single-coloured;Spring, Summer, Winter, Autumn;Stella McCartney;Women
Accessories_Bags_Green;rechjEUwf4lbD7X5j;Accessories;Bags;Green;Single-coloured;Spring, Summer, Winter, Autumn;Manufactum;Men
Accessories_Socks_Red;receLfpssYI3tozS2;Accessories;Socks;Red;Single-coloured;Spring, Winter, Autumn;Calzedonia;Men
Accessories_Socks_Green;recWnlm7G7JapYBMn;Accessories;Socks;Green;Single-coloured;Spring, Winter, Autumn;Reiss;Men
Accessories_Caps_Red;recwPXQoMsWCuk2BU;Accessories;Caps;Red;Single-coloured;Spring, Summer, Winter, Autumn;CAPS;Men
Accessories_Hats_White;recDL6eNxdjYc291X;Accessories;Hats;White;Single-coloured;Spring, Summer, Winter, Autumn;CAPS;Men
Accessories_Bags_White;recoOervcCTR8SSnU;Accessories;Bags;White;Single-coloured;Spring, Summer, Winter, Autumn;Johnny Urban;Men
Accessories_Beanie_Black;rec1JZI34BKMq1Vw3;Accessories;Beanie;Black;Single-coloured;Winter, Autumn;CAPS;Men
Accessories_Bags_Black;recDGCLoO6sQVerF8;Accessories;Bags;Black;Single-coloured;Spring, Summer, Winter, Autumn;Bellroy;Men
Accessories_Socks_White;recC4XtrXO0BqzjNV;Accessories;Socks;White;Single-coloured;Spring, Winter, Autumn;Colorful Standard;Men
Accessories_Jewellery_Silver;recktd5rEgsEj2dzS;Accessories;Jewellery;Silver;Single-coloured;Spring, Summer, Winter, Autumn;Asteria;Men
Accessories_Eyewear_Black;recaIJLlbxa05JRA0;Accessories;Eyewear;Black;Single-coloured;Spring, Summer, Winter, Autumn;Chimi;Men
Accessories_Bags_Black;recBaAdXV0YFmRDAU;Accessories;Bags;Black;Single-coloured;Spring, Summer, Winter, Autumn;Carhartt;Men
Accessories_Caps_Green;recQPfzNyFvsLRocF;Accessories;Caps;Green;Single-coloured;Spring, Summer, Winter, Autumn;New Era;Men
Accessories_Socks_White, Red, Blue;recTHgv5Nm3BHgHW7;Accessories;Socks;White, Red, Blue;Single-coloured;Winter, Autumn;Nudie Jeans;Men
Accessories_Belts_Black;recd4U7bN0e7eNyzx;Accessories;Belts;Black;Single-coloured;Spring, Summer, Winter, Autumn;Ralph Lauren;Men
Accessories_Bags_Brown;recNtFSPfuLNx8Edz;Accessories;Bags;Brown;Single-coloured;Spring, Summer, Winter, Autumn;De Strada;Men
Accessories_Bags_Black;recjdFQDpG9Lt4u4v;Accessories;Bags;Black;Single-coloured;Spring, Summer, Winter, Autumn;Longchamp;Men
Accessories_Jewellery_Brown, Gold;reclAJhcH1RzEbW8E;Accessories;Jewellery;Brown, Gold;Single-coloured;Spring, Summer, Winter, Autumn;BOSS;Men
Accessories_Jewellery_Gold;recvKYpgCS8UEmudA;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Winter, Autumn;Christian;Men
Accessories_Belts_Brown;recul4HgYABGzWfUn;Accessories;Belts;Brown;Single-coloured;Spring, Summer, Winter, Autumn;Ralph Lauren;Men
Accessories_Belts_Blue, Brown, Silver;rec9dxfzaOHMjpPm1;Accessories;Belts;Blue, Brown, Silver;Single-coloured;Spring, Summer, Winter, Autumn;John Henric;Men
Accessories_Jewellery_Gold;recoJKAUp2SjL2sJg;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Winter, Autumn;Casio;Women
Accessories_Jewellery_Gold;recwnqzs0PzIOP9nP;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Winter, Autumn;Miansai;Men
Accessories_Bags_Black;recqflF4qmdvGZhSR;Accessories;Bags;Black;Single-coloured;Spring, Summer, Winter, Autumn;Ismad;Men
Accessories_Bags_Pink, Beige;recY12Oa1o258zH7w;Accessories;Bags;Pink, Beige;Geometric;Spring, Winter, Summer, Autumn;Ecosus;Women
Accessories_Bags_Brown;recbA3jD9d5SBcUa6;Accessories;Bags;Brown;Single-coloured;Spring, Winter, Summer, Autumn;Isabel Bernard;Women
Accessories_Bags_Blue, Yellow, Green;recoXe6qjQ62aJBhu;Accessories;Bags;Blue, Yellow, Green;Single-coloured;Spring, Winter, Summer, Autumn;Temu;Women
Accessories_Bracelets_Gold;recN8rawqK2g3juTj;Accessories;Bracelets;Gold;Single-coloured;Spring, Winter, Summer, Autumn;Swarovski;Women
Accessories_Bracelets_Gold;recI20t6VwCeECtg6;Accessories;Bracelets;Gold;Single-coloured;Spring, Winter, Summer, Autumn;Bruna The Label;Women
Accessories_Bracelets_Beige, Black;recfRaFdflrZ6oYJK;Accessories;Bracelets;Beige, Black;Single-coloured;Spring, Winter, Summer, Autumn;Temu;Women
Accessories_Necklaces_White, Gold;reccwBDnyxSH0cT0x;Accessories;Necklaces;White, Gold;Single-coloured;Spring, Winter, Summer, Autumn;Swarovski;Women
Accessories_Necklaces_White, Gold;recPD8ELYz6poTeqg;Accessories;Necklaces;White, Gold;Single-coloured;Spring, Winter, Summer, Autumn;Bruna The Label;Women
Accessories_Necklaces_White, Blue;recw8lMPJT5QnxX6G;Accessories;Necklaces;White, Blue;Floral;Spring, Winter, Summer, Autumn;My Spirituals;Women
Accessories_Eyewear_Brown;recJZu3Tfy3i4qs5a;Accessories;Eyewear;Brown;Floral;Spring, Winter, Summer, Autumn;Isabel Bernard;Women
Accessories_Eyewear_Black;recvXRToxetrZjz7w;Accessories;Eyewear;Black;Single-coloured;Spring, Winter, Summer, Autumn;Chimi;Women
Accessories_Eyewear_Beige, Black;recBzxdsv2vFSAhPu;Accessories;Eyewear;Beige, Black;Single-coloured;Spring, Winter, Summer, Autumn;Kapten & Son;Women
Accessories_Caps_White;recn4Rs2aM1LQHHh9;Accessories;Caps;White;Single-coloured;Spring, Winter, Summer, Autumn;bpc;Women
Accessories_Caps_Beige;recWSOJqSVbBLGg4K;Accessories;Caps;Beige;Single-coloured;Spring, Winter, Summer, Autumn;Seeberger;Women
Accessories_Caps_Black, Red, Beige;recbxEBPq7kUWJ7P1;Accessories;Caps;Black, Red, Beige;Single-coloured;Spring, Winter, Summer, Autumn;Temu;Women
Accessories_Belts_Black;reccCE5mPkTbxdCvW;Accessories;Belts;Black;Single-coloured;Spring, Winter, Summer, Autumn;Hermes;Women
Accessories_Belts_Black;reccRU8WLD0NPd1L1;Accessories;Belts;Black;Single-coloured;Spring, Winter, Summer, Autumn;Celine;Women
Accessories_Belts_Beige;rec39n6D8MP7EoV68;Accessories;Belts;Beige;Single-coloured;Spring, Winter, Summer, Autumn;Anna Field;Women
Accessories_Socks_Black;rec8IH1UVNDPfhceU;Accessories;Socks;Black;Single-coloured;Spring, Winter, Summer, Autumn;COS;Women
Accessories_Socks_White;recEclRwQBggzV0gs;Accessories;Socks;White;Single-coloured;Spring, Winter, Summer, Autumn;Monki;Women
Accessories_Socks_Red;recjsrlzg8QAi4IIw;Accessories;Socks;Red;Single-coloured;Spring, Winter, Summer, Autumn;Manufactum;Women
Accessories_Jewellery_Gold, Red;recZoQKFpgG6nk05p;Accessories;Jewellery;Gold, Red;Single-coloured;Spring, Winter, Summer, Autumn;Elli;Women
Accessories_Jewellery_Silver;recQyAvMWlCpmS4M4;Accessories;Jewellery;Silver;Single-coloured;Spring, Winter, Summer, Autumn;JJ's House;Women
Accessories_Jewellery_Silver, White;recFJk78KhUWMAyLr;Accessories;Jewellery;Silver, White;Single-coloured;Spring, Winter, Summer, Autumn;JJ's House;Women
Accessories_Bags_Pink;recslxYQZFzps4RXY;Accessories;Bags;Pink;Single-coloured;Spring, Summer, Autumn;By Far;Women
Accessories_Hats_White;recJTUmmNKEOOfMxp;Accessories;Hats;White;Geometric;Spring, Summer;;Women
Accessories_Jewellery_Gold;recK03FtnXnYTbP3E;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Autumn, Winter;Saint Laurent;Women
Accessories_Eyewear_Brown;rec546BwJHXZy51L5;Accessories;Eyewear;Brown;Single-coloured;Spring, Autumn, Winter, Summer;Ray-Ban;Women
Accessories_Bags_Orange;recyDWOkxNjmioCmU;Accessories;Bags;Orange;Single-coloured;Spring, Summer, Autumn;ZARA;Women
Accessories_Belts_Pink;recN5HtdqfaiNozVb;Accessories;Belts;Pink;Single-coloured;Spring, Summer, Autumn, Winter;Ferragamo;Women
Accessories_Jewellery_Gold;recAw7j8Gc2m36X2E;Accessories;Jewellery;Gold;Single-coloured;Spring, Summer, Autumn, Winter;Tory Burch Miller;Women
Accessories_Bags_Pink, Green, Orange;rec47EGNIQoekDSXJ;Accessories;Bags;Pink, Green, Orange;Geometric;Spring, Summer;ZARA;Women
Accessories_Bags_Brown, White;rec9Mun8Plu1fYCm4;Accessories;Bags;Brown, White;Single-coloured;Summer, Winter, Autumn, Spring;Paul Marius;Men
Accessories_Jewellery_;recao7RMJvV7hnYc4;Accessories;Jewellery;;Single-coloured;Winter, Autumn, Spring, Summer;My Accessories;Women
Accessories_Belts_;rec7TlXrMzgxoOvlL;Accessories;Belts;;N.a.;Winter, Autumn, Spring, Summer;My Accessories;Any
Accessories_Bags_;recxrcaa1MAXyDcKz;Accessories;Bags;;N.a.;Winter, Autumn, Spring, Summer;Varley;Any
Accessories_Caps_;recVBsiPKNDeSHmhK;Accessories;Caps;;N.a.;Winter, Autumn, Spring, Summer;New Era;Any
Accessories_Bags_;recUGBRPrTfpylFaZ;Accessories;Bags;;N.a.;Winter, Autumn, Spring, Summer;VANS;Any
Accessories_Eyewear_;recrdsor30TcoCTfz;Accessories;Eyewear;;N.a.;Summer, Spring;DMY by DMY;Women
Accessories_Jewellery_;recIqYCU2cZmGqQVZ;Accessories;Jewellery;;N.a.;Winter, Autumn, Spring, Summer;IMINI;Women
Accessories_Caps_;recyz9pOJb6Jgx9mD;Accessories;Caps;;Single-coloured;Summer, Spring;My Accessories;Any
Accessories_Jewellery_Silver, Black;recZvhsEqWNbBYl1C;Accessories;Jewellery;Silver, Black;N.a.;Winter, Autumn, Spring, Summer;Twisted Pendant;Any
Accessories_Jewellery_Gold;recL1uh4TYvSMsQu7;Accessories;Jewellery;Gold;N.a.;Winter, Autumn, Spring, Summer;Missoma;Any
Accessories_Socks_Green;rec0HfAXPuOgpa4cJ;Accessories;Socks;Green;Single-coloured;Winter, Autumn, Spring, Summer;Represent;Any
Accessories_Socks_White, Blue, Yellow;recD68M2z6hYkVAfy;Accessories;Socks;White, Blue, Yellow;Horizontal stripes;Winter, Autumn, Spring, Summer;Thunders Love;Any
Accessories_Socks_Green;rec7xU9fmEQxHxrb8;Accessories;Socks;Green;Single-coloured;Winter, Autumn, Spring, Summer;Charles Tyrwhitt;Any
Accessories_Belts_Brown;rectCbNROxMEcDl51;Accessories;Belts;Brown;N.a.;Winter, Autumn, Spring, Summer;Aspinal of London;Any
Accessories_Bags_Black;recbT32ZChcX6RN7W;Accessories;Bags;Black;N.a.;Winter, Autumn, Spring, Summer;Osprey;Any
Accessories_Bags_Black;recVuQfrcQv33mgU9;Accessories;Bags;Black;N.a.;Winter, Autumn, Spring, Summer;The Kooples;Any
Accessories_Eyewear_Green;rec2Vepj5nRZPNrJX;Accessories;Eyewear;Green;N.a.;Summer, Spring;Moscot;Any
Accessories_Eyewear_Brown;recH1vTJav7Wfzeo9;Accessories;Eyewear;Brown;N.a.;Summer, Spring;Dood;Any
Accessories_Bags_Black;recFGV2hdM261sQu2;Accessories;Bags;Black;Single-coloured;Spring, Summer, Winter, Autumn;Fjallraven;Men
Accessories_Socks_Beige, Red, Blue;recmlsqgdLtbHdrVz;Accessories;Socks;Beige, Red, Blue;Other;Spring, Autumn, Winter;Urban Outfitters;Men
Accessories_Eyewear_Black, Blue;recHqLccEjU7C6v7s;Accessories;Eyewear;Black, Blue;Other;Spring, Summer, Autumn, Winter;Ray Ban;Men
Accessories_Eyewear_Brown;rec1Y5Ssg5Xh1Lk4J;Accessories;Eyewear;Brown;Single-coloured;Spring, Summer, Winter, Autumn;Gucci;Men
Accessories_headband_Green, White;recG8ElpanrM7o723;Accessories;headband;Green, White;Other;Spring, Summer;Supreme;Men
Accessories_Scarves_Black, White;recxuQWEJdTHSPqQu;Accessories;Scarves;Black, White;Floral;Spring, Summer;ZARA;Men
Accessories_Hats_Green;recfst0IdCXj1Pdbt;Accessories;Hats;Green;Single-coloured;Spring, Summer, Autumn;ZARA;Men
Accessories_Belts_Black;recbgv6rRD3dLTFzE;Accessories;Belts;Black;Single-coloured;Winter, Autumn, Spring, Summer;ZARA;Men
Accessories_Bags_Black;recbJzTDCXC6U9Y0O;Accessories;Bags;Black;Single-coloured;Summer, Spring, Autumn, Winter;Urban Outfitters;Men
Accessories_Caps_White, Black;rec3l9UOXp7eH4Mdv;Accessories;Caps;White, Black;Other;Spring, Summer, Autumn, Winter;47 Brand;Men
Accessories_Jewellery_Silver;rec0cQ30F6CkJXbxq;Accessories;Jewellery;Silver;Single-coloured;Summer, Winter, Autumn, Spring;Missoma;Men
Accessories_Eyewear_Black;recwtINm6AuzGUFEV;Accessories;Eyewear;Black;Single-coloured;Summer, Winter, Autumn, Spring;Mia Burton;Men
Accessories_Eyewear_Red;recin21LyDyVQbZUE;Accessories;Eyewear;Red;Single-coloured;Spring, Summer;French Kiwis Eyeware;Men
Accessories_Caps_Green;recgcuZxxOcvMD08Q;Accessories;Caps;Green;Single-coloured;Summer, Spring;Marks & Spencer;Men
Accessories_Caps_Green;reclH4ViYdj5ujSgs;Accessories;Caps;Green;Single-coloured;Summer, Spring;Beams Plus;Men
Accessories_Belts_Brown, Grey;recAab2harBJWjzqq;Accessories;Belts;Brown, Grey;Single-coloured;Summer, Winter, Spring, Autumn;John Henric;Men
Accessories_Socks_Green, Red, Yellow;rec7QrfTxmraPZwbw;Accessories;Socks;Green, Red, Yellow;Single-coloured;Summer, Winter, Spring, Autumn;Blacksocks;Men
Accessories_Bracelets_Brown;recA0D4wRhPWwLaWf;Accessories;Bracelets;Brown;Single-coloured;Summer, Winter, Spring, Autumn;Harbour UK Bracelets;Men
Accessories_Necklaces_Brown;recPyYiKPqGir8R3s;Accessories;Necklaces;Brown;Single-coloured;Summer, Winter, Spring, Autumn;FOSSIL;Men
Accessories_Scarves_Black;recgLD8k378fIEC0T;Accessories;Scarves;Black;Single-coloured;Summer, Spring;BOSS;Any
Accessories_Hats_Brown;recctYtZdSjrSK51B;Accessories;Hats;Brown;Single-coloured;Winter, Autumn;Carhartt;Any
Accessories_Eyewear_Black;recwpNhcmxSKUwBkh;Accessories;Eyewear;Black;N.a.;Summer, Winter, Spring, Autumn;Fatface;Any
Accessories_Bags_Black;reczrKeH2WmXSJc4b;Accessories;Bags;Black;Single-coloured;Spring, Winter, Autumn;Maverick & Co;Men
Accessories_Bags_Black;recfMVG2DNVuuUm7y;Accessories;Bags;Black;Single-coloured;Spring, Winter, Autumn;Madaleine;Men
Accessories_Caps_Black;rec9WhUtjxdgF8OSK;Accessories;Caps;Black;Single-coloured;Spring, Winter, Autumn;Ted Baker;Men
Accessories_Caps_Green;recPYAJcidFL4KwSO;Accessories;Caps;Green;Single-coloured;Spring, Winter, Autumn;Polo Club;Men
Accessories_Eyewear_Green;rec5jZ1A6LjsCuIsg;Accessories;Eyewear;Green;Single-coloured;Spring, Winter, Autumn;Vallon;Men
Accessories_Eyewear_Black;rechCkKiHhKw8kHoH;Accessories;Eyewear;Black;Single-coloured;Spring, Winter, Autumn;Chimi;Men
Accessories_Socks_Black, Red, Green;recm8Jw2nOAlekogh;Accessories;Socks;Black, Red, Green;Single-coloured;Spring, Winter, Autumn;Next;Men
Accessories_Socks_Black;rec8cpTaSrCE0D2mH;Accessories;Socks;Black;Single-coloured;Spring, Winter, Autumn;Burlington;Men
Accessories_Belts_Black;reczRWoiKpPlE2Ipe;Accessories;Belts;Black;Single-coloured;Spring, Winter, Autumn;Luca Falloni;Men
Accessories_Belts_Black;recr90AP39gbkRzHU;Accessories;Belts;Black;Single-coloured;Spring, Winter, Autumn;Calvin Klein;Men
Accessories_Bags_Blue;recbFQzRZSNWwsuCu;Accessories;Bags;Blue;N.a.;Winter, Autumn, Spring, Summer;Aspinal of London;Any
Accessories_Bags_Black;recu425fFUr1S3HKq;Accessories;Bags;Black;N.a.;Winter, Autumn, Spring, Summer;Maverick & Co;Any
Accessories_Jewellery_Gold, Brown;recCwMY3k1oYOvpZS;Accessories;Jewellery;Gold, Brown;N.a.;Winter, Autumn, Spring, Summer;Nordgreen;Any
Accessories_Jewellery_Gold;recLIiAqbw11AGzYW;Accessories;Jewellery;Gold;N.a.;Winter, Autumn, Spring, Summer;Britannia;Any
Accessories_Eyewear_Black;recmRT5XEPXKg80zO;Accessories;Eyewear;Black;N.a.;Summer, Spring;Burberry;Any
Accessories_Eyewear_Gold, Green;recN5pT9J4USA0fIc;Accessories;Eyewear;Gold, Green;N.a.;Summer, Spring;Loro Piana;Any
Accessories_Belts_Brown, Silver;recHfTR7Y6ru9IWAG;Accessories;Belts;Brown, Silver;N.a.;Winter, Autumn, Spring, Summer;John Henric;Any
Accessories_Bags_Brown;recC5WWyOJKk8Tsgc;Accessories;Bags;Brown;N.a.;Winter, Autumn, Spring, Summer;John Henric;Any
Accessories_Socks_Beige;rec71d9tGTavZVqYQ;Accessories;Socks;Beige;N.a.;Winter, Autumn, Spring, Summer;Polo Club;Any
Accessories_Socks_Blue;reczuEHHQfCfnvkQu;Accessories;Socks;Blue;Single-coloured;Winter, Autumn, Spring, Summer;Polo Ralph Lauren;Any
Accessories_Jewellery_Silver, Blue;recAKe0guznRw88xg;Accessories;Jewellery;Silver, Blue;N.a.;Winter, Autumn, Spring, Summer;Burberry;Any
Dresses_n.a._Purple;recnuALY9odC6lH13;Dresses;n.a.;Purple;Single-coloured;Summer, Spring;My Jewellery;Women
Dresses_n.a._Blue;rec5tPW18B2uN94dL;Dresses;n.a.;Blue;Single-coloured;Summer;Cider;Women
Dresses_n.a._Green;reckGIVtbP5IkXJpJ;Dresses;n.a.;Green;Single-coloured;Summer;Maje Rome;Women
Dresses__Purple;reclAVufLOt8FHEiZ;Dresses;;Purple;Single-coloured;Summer, Spring;;Women
Dresses__White, Red, Beige;rec6klfFrbSLMvzq0;Dresses;;White, Red, Beige;Floral;Summer;Forever New;Women
Dresses__White, Red, Beige;recWWa1z1aPFVlf9G;Dresses;;White, Red, Beige;Floral;Summer;Cider;Women
Dresses__White, Red, Beige;rec9o9XWh7uIelPN8;Dresses;;White, Red, Beige;Floral;Summer;Lace & Beads;Women
Dresses__Beige;rec8q0cA2Oie1tFLb;Dresses;;Beige;Single-coloured;Summer;CLOCKHOUSE;Women
Dresses__Pink;recaD5mzaRcH9urGR;Dresses;;Pink;Single-coloured;Summer;;Women
Dresses__White, Beige;recNpHQ4P12rYzJiv;Dresses;;White, Beige;Floral;Summer;;Women
Dresses__Pink;recITc6CADIUQmNPp;Dresses;;Pink;Single-coloured;Summer;Massimo Dutti;Women
Dresses__Purple;recnkXecRusB155Ct;Dresses;;Purple;Single-coloured;Summer;Sleeper;Women
Dresses__Black;recUQfrJV6zI20Jq2;Dresses;;Black;Single-coloured;Summer;Staud;Women
Dresses__White, Beige, Pink;rec0xz7BbU6ojXKIq;Dresses;;White, Beige, Pink;Floral;Summer;Dolce and Gabana;Women
Dresses__Pink;recLrunrn97r2ss1c;Dresses;;Pink;Single-coloured;Summer;Cider;Women
Dresses__Red;recBskr9vzx5vAOd9;Dresses;;Red;Floral;Spring, Autumn;Lena Hoschek;Women
Dresses__Beige;recyYwqFBayradN6v;Dresses;;Beige;Floral;Summer;Cider;Women
Dresses__Beige, Pink;recVkdrNPAMab1xGR;Dresses;;Beige, Pink;Floral;Summer;Mascara;Women
Dresses__White, Blue;recJgwv5Rs2fajYg6;Dresses;;White, Blue;Floral;Summer;&Other Stories;Women
Dresses__Black;rec2607NLTyuTxGgZ;Dresses;;Black;Single-coloured;Spring, Autumn;Collective;Women
Dresses__Red;recW00ATPO2b5431O;Dresses;;Red;Single-coloured;Winter, Autumn;Body Flirt;Women
Dresses__Red;recZiOccsP4xj8wQD;Dresses;;Red;Single-coloured;Summer, Spring;Collective;Women
Dresses__Beige;recGnGzN2sLf8S2dr;Dresses;;Beige;Floral;Summer, Spring;Cider;Women
